totalScanTimeInSeconds|grandTotal|lineItemVoids|scansWithoutRegistration|quantityModifications|scannedLineItemsPerSecond|valuePerSecond|lineItemVoidsPerPosition|fraud|trustLevel_1|trustLevel_2|trustLevel_3|trustLevel_4|trustLevel_5|trustLevel_6
0.9777456566413157|0.1994601139548284|0.03910982626565263|0.046931791518783156|0.01564393050626105|0.001501817328601061|0.0015956809116386271|0.0016295760944021903|0|0|1|0|0|0|0
0.6677929385052831|0.7421907151753787|0.009405534345144833|0.03762213738057933|0.03762213738057933|0.00013247231472034957|0.010453390354582842|0.009405534345144833|0|1|0|0|0|0|0
0.9949410228850865|0.09942094486035534|0.009754323753775357|0.008535033284553437|0.0012192904692219196|1.3448056645830017e-05|0.00012183939321121977|0.0010838137504194842|0|0|0|0|0|1|0
0.999856578684585|0.015300533140216536|0.006652405713137625|0.0019957217139412874|0.0006652405713137625|1.2835646419227584e-05|1.0179995435939161e-05|0.0002293933004530218|0|0|0|1|0|0|0
0.9848556707071682|0.16958077126310356|0.029934822817847057|0.005986964563569412|0.014967411408923529|0.00019107333713519383|0.0005154430737480343|0.0014254677532308118|0|0|0|0|1|0|0
0.999666502408319|0.024804493571113723|0.003682012900214803|0.00429568171691727|0.002454675266809869|8.287731103409607e-06|1.522682232726438e-05|0.00016736422273703667|0|0|0|0|0|0|1
0.9979386980187283|0.06395152799289355|0.002781710656498197|0.002086282992373648|0.002086282992373648|9.207753044157796e-06|4.456552473372374e-05|0.00014640582402622112|0|0|0|0|0|1|0
0.9878990958688331|0.15271535704927755|0.01887705278730254|0.0031461754645504235|0.0031461754645504235|0.00024047201002933181|0.00048635464028432506|0.0007865438661376059|0|0|0|0|0|0|1
0.9992077615657727|0.02184233106861321|0.01752996072922408|0.0210359528750689|0.007011984291689633|0.00036905180482577066|7.663975813548486e-05|0.0005843320243074705|0|0|0|0|0|1|0
0.9960134802520714|0.08826624511863473|0.002235720494392977|0.011178602471964887|0.002235720494392977|3.1365326801248256e-05|9.906424816906254e-05|8.94288197757191e-05|0|0|0|0|0|1|0
0.9993436948696893|0.036042750087292776|0.0014750460440881023|0.0|0.0029500920881762047|3.8100820326998984e-06|2.6599815562577667e-05|0.0002107208634411577|0|0|1|0|0|0|0
0.9988399292708363|0.045420688700560666|0.01153394837495192|0.010380553537456727|0.001153394837495192|5.327458833696035e-06|5.244883221773745e-05|0.00288348709373798|0|0|1|0|0|0|0
0.9985890374268575|0.042924424295363424|0.0|0.02682776518460214|0.014904313991445633|4.4490489526703505e-05|0.00012813260983690584|0.0|0|0|1|0|0|0|0
0.9952629992513825|0.09623262381250777|0.0|0.011933609103733603|0.0035800827311200808|1.8601548962654316e-05|0.00011538683910372637|0.0|0|0|0|0|0|1|0
0.998959259152325|0.044756521138399445|0.005005522415222816|0.00643567167671505|0.0028602985229844663|1.2796611144347098e-05|3.203759566098742e-05|0.00020022089660891266|1|0|1|0|0|0|0
0.9982538295667386|0.058673791712202605|0.004476474572048155|0.0038369782046127044|0.0012789927348709014|7.783748226312322e-06|3.7587310513903e-05|0.00023560392484463976|0|0|0|0|0|1|0
0.9995927458256995|0.027001985861265645|0.004720626898822665|0.005900783623528332|0.0023603134494113325|1.254003603583356e-05|3.1879558277763446e-05|0.0005245140998691845|0|0|0|0|1|0|0
0.999595999985205|0.027541500315381835|0.003945773684152125|0.0052610315788695|0.001315257894717375|8.653012465245885e-07|1.8119408102224913e-05|0.0019728868420760626|0|1|0|0|0|0|0
0.9950504030072705|0.09718538903969724|0.017597354394019254|0.007998797451826934|0.006399037961461547|2.0575684763541882e-05|0.00015624660617314677|0.0021996692992524067|0|0|1|0|0|0|0
0.9982368408956187|0.059085362420600356|0.0019728000808213807|0.002959200121232071|0.0019728000808213807|1.46205539586565e-05|5.838474547490154e-05|0.00013152000538809173|0|0|0|0|1|0|0
0.9998483151426064|0.01591764030309732|0.002067226013389262|0.006201678040167786|0.002067226013389262|9.497937116422032e-07|1.0970117369467498e-05|0.001033613006694631|0|0|1|0|0|0|0
0.9802544123754695|0.19766426878972684|0.0|0.0024445247191408215|0.0|4.876857295044033e-05|0.0004929283510965755|0.0|0|0|1|0|0|0|0
0.9952787385471776|0.09651093517849664|0.007257240801906504|0.002073497371973287|0.0031102460579599304|1.079946547902757e-05|0.00010053222414426733|0.0007257240801906503|0|0|0|0|0|0|1
0.9987009758167155|0.0503113910985406|0.004878511396173767|0.004878511396173767|0.0|1.2158586871133926e-05|3.510913544908626e-05|0.00019514045584695071|0|0|0|0|0|0|1
0.9988515235626474|0.04692638126849798|0.006312966089932462|0.0056115254132733|0.0021043220299774876|1.2314618621122938e-05|3.295391943012499e-05|0.00025251864359729847|0|0|0|0|0|0|1
0.9995440672015409|0.03000829001752318|0.0|0.0|0.0005492000369239236|3.922857406599453e-06|1.6488071438199535e-05|0.0|0|0|0|0|0|0|1
0.4379087263397923|0.8837545483444932|0.054738590792474034|0.0|0.13684647698118507|0.041053943094355526|0.055234659271530824|0.0022807746163530838|0|1|0|0|0|0|0
0.9893081847962902|0.14547800908681915|0.0|0.0|0.008017084155561509|2.5987306825158913e-06|0.00023578283482466564|0.0|0|0|0|0|1|0|0
0.9998674653548435|0.01602424129975465|0.0012553263846262943|0.0012553263846262943|0.0012553263846262943|1.103237249514632e-05|1.0059159635753045e-05|4.483308516522478e-05|0|0|0|1|0|0|0
0.9903059504999553|0.1385288175822717|0.004886378045230043|0.008143963408716738|0.003257585363486695|2.143148265451772e-05|0.00022784344997084228|0.0006107972556537554|0|1|0|0|0|0|0
0.9996587815874624|0.02503116718083263|0.0036088764678247737|0.0057742023485196385|0.0028871011742598192|1.407070969404603e-05|1.8073044895908007e-05|0.00013366209140091743|1|1|0|0|0|0|0
0.9998825731329544|0.01431164578227942|0.0020343490806367334|0.004068698161273467|0.0|1.9660545540232896e-05|1.4559151355319808e-05|0.00010707100424403875|0|0|0|1|0|0|0
0.9998486755388549|0.009425656785027747|0.0052075451850982024|0.013018862962745506|0.003905658888823652|1.8646808931015743e-05|1.2272990605504872e-05|0.0004734131986452917|0|1|0|0|0|0|0
0.9991302202645438|0.04110397324073402|0.006100523732958545|0.0|0.003389179851643636|8.737370038158614e-06|2.7886006269154663e-05|0.0003210801964715025|0|1|0|0|0|0|0
0.9993449864384074|0.03126563433004555|0.010108981076689092|0.010108981076689092|0.0072207007690636375|3.130361605085394e-05|4.518155250006589e-05|0.0006739320717792734|0|0|0|0|0|0|1
0.9894959045775001|0.14306814004931093|0.002819076651217949|0.019733536558525645|0.0|0.00012850491857403762|0.0004076015386020266|0.00017619229070112182|0|0|1|0|0|0|0
0.936028593793201|0.3459806624721598|0.008747930783114028|0.05248758469868417|0.03499172313245611|0.002207421786393261|0.0032334641352538295|0.0003239974364116303|0|1|0|0|0|0|0
0.9992125671584376|0.038950711389151065|0.005654396095480245|0.0016155417415657843|0.0024233126123486765|6.530079796143029e-06|3.148804477700168e-05|0.0005654396095480245|0|0|0|0|0|1|0
0.9990402348652475|0.04315164821352445|0.003444966327121543|0.0062009393888187775|0.0020669797962729257|7.12751653887216e-06|2.9759757388637576e-05|0.00022966442180810266|0|0|1|0|0|0|0
0.9934190394692821|0.11322630390801462|0.003911098580587725|0.013688845032057036|0.0|5.389309067738984e-05|0.000222886425015777|0.0002793641843276949|0|0|0|0|0|1|0
0.9998731684003034|0.015049578409961089|0.0|0.005148088395653736|0.000572009821739304|4.908551101881897e-06|8.609598632700827e-06|0.0|0|1|0|0|0|0|0
0.9980830529662832|0.06112260616365518|0.006986581370763982|0.00299424915889885|0.0|8.98274747669655e-06|6.112260616365517e-05|0.000776286818973776|0|0|0|0|0|0|1
0.9996574162310177|0.025761429764671107|0.000890166888896721|0.0|0.004450834444483605|1.1890029682502985e-05|2.293983060077566e-05|5.934445925978142e-05|0|1|0|0|0|0|0
0.9957077035422438|0.0784119816539517|0.038626591947759456|0.021459217748755255|0.008583687099502102|3.699865129095732e-05|0.0003379826795428953|0.019313295973879728|0|1|0|0|0|0|0
0.9999635555533513|0.005289935312723832|0.0052748642719468415|0.0007535520388495488|0.003767760194247744|1.4196534266193455e-05|3.986386821947124e-06|0.0002109945708778737|0|0|1|0|0|0|0
0.9986461089695912|0.04670727903866685|0.011120780723492107|0.008896624578793685|0.004448312289396843|4.953577159684681e-06|0.00010402512035337829|0.011120780723492107|0|0|0|0|0|0|1
0.999964489595709|0.002581341557018239|0.005700123312027658|0.0032572133211586614|0.0032572133211586614|1.9893403834438082e-05|2.1020696718389564e-06|0.00019000411040092166|0|0|0|0|1|0|0
0.9992498208370489|0.03637222925090954|0.012766257873644063|0.0034817066928120176|0.0|2.6958627122044278e-05|4.22441687002434e-05|0.0006383128936822033|0|1|0|0|0|0|0
0.865141509017811|0.49486094315818785|0.012359164414540156|0.012359164414540156|0.049436657658160625|0.004943665765816062|0.00706944204511697|0.0004413987290907197|0|0|0|0|0|1|0
0.9986797041006069|0.04988206078367329|0.006057849158322572|0.008654070226175103|0.003461628090470041|1.4998388606889268e-05|4.3225355965054843e-05|0.0003028924579161286|0|0|0|0|0|0|1
0.9974357032280425|0.07130269011302834|0.0007160342449591116|0.005728273959672893|0.0|9.766439809205373e-06|5.1186425063193364e-05|3.768601289258481e-05|0|0|0|1|0|0|0
0.9997458799546018|0.022129206556298492|0.003744366591590269|0.0|0.0009360916478975672|1.2270864298282682e-05|2.0720230857957427e-05|0.0002674547565421624|0|0|1|0|0|0|0
0.9547475464968948|0.29609903908690366|0.012729967286625263|0.012729967286625263|0.009547475464968947|0.00010608306072187708|0.0009869967969563444|0.0012729967286625263|0|0|0|0|0|0|1
0.9890834626257521|0.13431753422457715|0.04351967235553309|0.039563338505030084|0.011869001551509025|0.00022155469562816843|0.0005372701368983085|0.003108548025395221|0|0|1|0|0|0|0
0.9993662699439311|0.03488220325637038|0.001416536172847528|0.005666144691390112|0.002833072345695056|2.0078471620801237e-06|2.4721618183111572e-05|0.000354134043211882|0|0|0|0|1|0|0
0.9975741457327981|0.06950260525899112|0.0|0.0|0.002339892445033928|8.537527816125879e-06|5.4341364549641254e-05|0.0|0|0|0|0|1|0|0
0.9999933984364958|0.001417269017546925|0.0016939470329246117|0.0005646490109748706|0.0022585960438994824|2.86947549337879e-06|8.00264832042305e-07|0.00018821633699162336|0|0|0|1|0|0|0
0.9999692488079093|0.0038062166900422858|0.00426296269284736|0.004871957363254125|0.0012179893408135313|2.9670873101425856e-06|2.318036961048898e-06|0.00053287033660592|0|0|0|1|0|0|0
0.9995978055942012|0.026767226110508767|0.0009819231882064845|0.00883730869385836|0.0|2.314946612667544e-05|2.629393527554887e-05|4.091346617527022e-05|0|0|0|1|0|0|0
0.4848793308724353|0.8666116040865525|0.011019984792555348|0.11019984792555347|0.011019984792555348|0.0010018167993232133|0.019695718274694404|0.002754996198138837|0|0|0|1|0|0|0
0.9882976223953633|0.15196423622904703|0.010781428607949419|0.0|0.0053907143039747096|7.187619071966279e-05|0.0002762986113255394|0.0004900649367249741|0|0|0|1|0|0|0
0.9709586831578116|0.21663958875594477|0.08907877827135886|0.0|0.04453938913567943|0.0008989601476926164|0.001987519162898577|0.008098070751941714|0|0|1|0|0|0|0
0.9999583752694369|0.007577997807764769|0.0036143073804919407|0.003011922817076617|0.0006023845634153235|5.443234006764969e-06|4.565058920340223e-06|0.0002409538253661294|0|0|0|1|0|0|0
0.9984416287146469|0.05428447482278799|0.008335783542144547|0.009261981713493942|0.0027785945140481826|6.873455817064155e-06|5.035665567976624e-05|0.0010419729427680684|0|0|1|0|0|0|0
0.9991925278186203|0.03972882311770621|0.005460068458025248|0.002047525671759468|0.0|1.2121053612419467e-05|2.713717426072826e-05|0.0002100026330009713|0|0|1|0|0|0|0
0.9975121819674385|0.06980148354760748|0.00893536970817738|0.0|0.0008123063371070346|1.3229744904023392e-05|5.68415989801364e-05|0.0004467684854088691|0|0|0|0|0|1|0
0.9992121014167191|0.03944375814866222|0.002791095255353964|0.0005582190510707928|0.0|4.0541048401789396e-06|2.203561907746491e-05|0.00021469963502722823|0|0|0|0|0|0|1
0.9979362177277169|0.06364214909444157|0.0056916514319071305|0.0018972171439690436|0.003794434287938087|1.7132664322914327e-05|6.0496339443385494e-05|0.0002995606016793231|0|0|0|0|0|1|0
0.9973756131175191|0.07203935904384971|0.007009667963677343|0.0|0.001001381137668192|2.7145874213896808e-05|7.232867373880494e-05|0.00025961733198804943|1|1|0|0|0|0|0
0.9999561268634583|0.005075684894772273|0.007260407521780885|0.0026401481897385037|0.0006600370474346259|9.149028380281969e-06|3.3502870592556283e-06|0.00034573369151337556|0|0|1|0|0|0|0
0.9998052845504902|0.01771542536319985|0.003212225813816836|0.005621395174179463|0.003212225813816836|6.450252638186414e-06|1.422925731983921e-05|0.0003212225813816836|0|0|0|0|0|0|1
0.9999483730428719|0.0006092122440807412|0.008402927504561949|0.005251829690351218|0.0|1.765320904319734e-05|6.399288278159051e-07|0.0005251829690351218|0|0|1|0|0|0|0
0.9995026057127259|0.030424350017204563|0.002546503454045161|0.006366258635112904|0.003183129317556452|8.109883611608785e-07|1.937856688993923e-05|0.0012732517270225806|0|0|0|0|0|1|0
0.9997111271442388|0.0230014836570585|0.005626891897622357|0.0031260510542346427|0.0018756306325407857|6.256012116041791e-06|1.4384917859323634e-05|0.0003516807436013973|0|0|0|1|0|0|0
0.9977129563919296|0.06701114224348861|0.005351717007466289|0.006116248008532901|0.0030581240042664506|1.6403730291084406e-05|5.134953428619816e-05|0.00019113275026665317|1|0|1|0|0|0|0
0.9903297378064768|0.11624198233925204|0.008117456867266204|0.04058728433633102|0.04058728433633102|0.0009315114437846485|0.0009528031339282966|0.0005798183476618715|0|0|0|0|0|0|1
0.9935492197601208|0.11234837634825244|0.006923687942579238|0.010385531913868857|0.005769739952149366|1.0721932547548186e-05|0.00013048591910366176|0.0008654609928224048|0|0|0|0|0|0|1
0.99874836525214|0.04965875670223227|0.0025332869124975016|0.0037999303687462523|0.0006333217281243754|9.23677853320269e-06|3.14893828168879e-05|0.00011014290923902187|0|0|0|0|0|0|1
0.9969804649023536|0.07678586562179265|0.0|0.0066799361132486|0.0066799361132486|4.7553984055789834e-05|0.0001286195404050128|0.0|0|0|0|0|1|0|0
0.9995762036274067|0.028115448942059737|0.005304801687181082|0.005304801687181082|0.0|1.0916412006546127e-05|2.1315730812782223e-05|0.00027920008879900435|0|1|0|0|0|0|0
0.9995645447758559|0.02916332510787984|0.003743687433617438|0.0007487374867234875|0.0022462124601704625|1.065618894962266e-05|2.184518734672646e-05|0.00019703618071670716|0|1|0|0|0|0|0
0.9961866254408787|0.08635846025913657|0.006685816278126703|0.006685816278126703|0.004457210852084469|1.2464236163547144e-05|9.659783026749057e-05|0.0006685816278126702|0|0|0|0|0|0|1
0.9998696466070286|0.0005252598518761127|0.011255568254488126|0.0|0.0037518560848293753|7.039129615064494e-06|9.854781461090293e-07|0.005627784127244063|0|0|0|0|0|1|0
0.9990436948379225|0.042990633323098874|0.004885299241261235|0.0054959616464188895|0.0024426496206306175|5.598982932374583e-06|2.627789322927804e-05|0.0003256866160840821|0|0|0|1|0|0|0
0.8814681108537474|0.47151396891938835|0.01905876996440535|0.009529384982202675|0.004764692491101338|0.0006953875527553305|0.002548724156321019|0.0007058803690520493|0|0|0|1|0|0|0
0.9706433114489144|0.20082867806792581|0.09448740199945184|0.08589763818131985|0.0|0.0013682809621803156|0.0017772449386542137|0.005249300111080656|0|0|0|0|1|0|0
0.9995601065604512|0.02919332659623633|0.0016530762512025102|0.003857177919472524|0.002204101668270014|3.948914234772628e-06|1.6093344319865663e-05|0.00012715971163096247|0|0|0|0|1|0|0
0.9997362296758602|0.0028504009902707967|0.02095883081081468|0.002095883081081468|0.002095883081081468|9.227158218597658e-05|5.975683417758493e-06|0.0009980395624197465|0|0|0|0|1|0|0
0.9994949787128723|0.029397434681109683|0.008900222428431631|0.00534013345705898|0.00267006672852949|4.7552390534808326e-06|2.6177590989411966e-05|0.0014833704047386082|0|0|0|0|0|0|1
0.9970207590876079|0.07706237134794516|0.001560282878071374|0.002340424317107061|0.000780141439035687|4.883514485356412e-06|6.0299195107938316e-05|0.00019503535975892174|0|0|1|0|0|0|0
0.9969685636050282|0.07745875313132833|0.006811057650589433|0.0008513822063236791|0.0|1.1632890948914447e-05|6.614752615826502e-05|0.00042569110316183955|0|0|0|1|0|0|0
0.9978183468824178|0.06574561397075471|0.0|0.004246035518648586|0.0025476213111891516|1.0118212299758353e-05|5.5953714017663616e-05|0.0|0|0|0|0|1|0|0
0.9964991708182461|0.08312661273205955|0.00819789080197826|0.0|0.0027326302673260864|5.828279058891713e-06|7.598410670206542e-05|0.0011711272574254695|0|0|1|0|0|0|0
0.9997770668712538|0.019611788523878536|0.0010098758251224785|0.0070691307758573504|0.003029627475367436|2.040153182065613e-05|1.980988739785709e-05|5.0493791256123935e-05|0|1|0|0|0|0|0
0.5046456348125029|0.8479410571971163|0.12275164090033854|0.054556284844594904|0.054556284844594904|0.010690082841170628|0.02291732587019233|0.00423281520345995|0|0|0|0|0|1|0
0.9819106470844478|0.18763871157627804|0.013790879874781569|0.008274527924868942|0.013790879874781569|5.423379726037694e-05|0.0005270750325176363|0.001970125696397367|0|0|0|0|0|1|0
0.9848828297275345|0.17228457451460968|0.011986403607231657|0.0|0.0059932018036158285|7.293957570323529e-05|0.00034946161159150104|0.0006659113115128693|0|0|0|0|0|0|1
0.9913563039817083|0.12987677083356694|0.006063341308756625|0.015158353271891564|0.004547505981567469|2.3177910201668995e-06|0.00019858833460790107|0.006063341308756625|0|0|0|1|0|0|0
0.9862188198686042|0.16500274007860574|0.0019375615321583577|0.009687807660791789|0.005812684596475074|6.090566702265963e-05|0.0003241704127281063|0.00012109759575989736|0|0|1|0|0|0|0
0.9881512940232436|0.15277159747424873|0.005111127382878847|0.011925963893383976|0.0017037091276262822|4.99363020166324e-05|0.0002633993059900839|0.00030065455193404954|0|0|0|0|1|0|0
0.9996042647243116|0.022496840808393127|0.004595881676893386|0.011489704192233467|0.009191763353786773|0.0001215003201937332|5.171687542159344e-05|0.00019982094247362545|0|0|0|1|0|0|0
0.9970222315242799|0.07630457156328029|0.010358672535317194|0.0|0.0012948340669146493|3.867686173900905e-05|9.909684618607824e-05|0.0004503770667529218|0|0|0|1|0|0|0
0.9992141637325417|0.03906781917885968|0.0033568224985415737|0.004475763331388764|0.0016784112492707868|6.265066253343717e-07|2.1874478823549635e-05|0.0016784112492707868|0|0|0|0|0|1|0
0.9990512384703313|0.03631602749326173|0.020598994607635698|0.006179698382290709|0.010299497303817849|0.0001061803845754417|7.487840720260146e-05|0.0008239597843054279|1|1|0|0|0|0|0
0.9962242549313949|0.08424592068876362|0.011550426144132115|0.010106622876115601|0.004331409804049543|2.092468504371759e-06|0.00012209553723009213|0.011550426144132115|0|0|0|0|0|1|0
0.9998487574265849|0.012745947332633518|0.005664865481170452|0.008497298221755678|0.001888288493723484|2.2288579954243176e-05|1.2035833175291284e-05|0.0002265946192468181|0|0|0|0|0|0|1
0.9777529626366545|0.20933225333401898|0.0046559664887459735|0.0046559664887459735|0.00698394973311896|0.0001219419794671565|0.0004984101269857593|0.0002116348403975442|0|0|0|0|1|0|0
0.9993137483513542|0.03617811265032758|0.004701072740900187|0.006044236381157384|0.0006715818201285983|1.1734628577515835e-05|2.4313247748876057e-05|0.00018081049003462244|0|0|0|1|0|0|0
0.9987600207498095|0.048911464135873384|0.0036230714174721023|0.0036230714174721023|0.004830761889962803|2.9206541051770262e-05|5.914324562983483e-05|0.0001811535708736051|0|0|0|0|0|1|0
0.9996835266173076|0.020292529583651776|0.00896577153916868|0.010460066795696792|0.001494295256528113|4.467250393208115e-06|3.033263016988313e-05|0.00448288576958434|0|0|1|0|0|0|0
0.9598503852671841|0.27974306228398044|0.010665004280746489|0.0|0.010665004280746489|0.00032916679878847193|0.0010360854158665924|0.00042660017122985957|0|0|0|0|1|0|0
0.9945184100340098|0.10280247169815075|0.01707327742547656|0.0|0.0|0.0001328125121617008|0.00022060616244238285|0.0005887337043267774|0|0|0|0|1|0|0
0.9998503538029182|0.012125401058110469|0.006255580941415546|0.010425968235692577|0.0|2.717927068741543e-05|1.2643796723785694e-05|0.00025022323765662186|0|0|1|0|0|0|0
0.9693319619676847|0.2433298212329518|0.01374938953145652|0.02749877906291304|0.01374938953145652|8.532422581577631e-05|0.0008628717064998283|0.0019641985044937874|0|0|1|0|0|0|0
0.9987944923932971|0.039721794121825534|0.0065710163973243235|0.026284065589297294|0.0|9.726833482881388e-05|0.0001306637964533736|0.0007301129330360351|0|0|0|1|0|0|0
0.9969680540517606|0.07769419596652362|0.0024178691690826854|0.0008059563896942284|0.0024178691690826854|4.560787977251086e-06|6.280856585814356e-05|0.0003454098812975268|0|0|0|1|0|0|0
0.9967492378015039|0.07952363059577798|0.008652337133693611|0.0069218697069548885|0.004326168566846806|1.502141863488473e-06|6.903092933661283e-05|0.004326168566846806|0|0|0|1|0|0|0
0.6414904793050966|0.7637026398496316|0.04112118457083953|0.008224236914167904|0.04112118457083953|0.0031631680439107358|0.009791059485251682|0.0013707061523613201|0|0|0|0|0|1|0
0.9997905626094656|0.01691105800116286|0.002754243974130759|0.006885609935326898|0.005508487948261518|1.7071760170231934e-05|2.3293468321160984e-05|0.0003060271082367507|0|0|0|0|0|1|0
0.9726468079954319|0.23193162532683342|0.0|0.011746942125548695|0.002349388425109739|7.37730664889532e-05|0.0005602213172145729|0.0|0|0|1|0|0|0|0
0.999923086683592|0.002939640254838177|0.010021500868766511|0.0033405002895888374|0.005567500482648062|3.7199335073372356e-05|3.2735414864567693e-06|0.0003340500289588837|1|1|0|0|0|0|0
0.994716435115993|0.1020846676495309|0.0|0.010098644011329878|0.0037869915042487044|1.281553808544402e-05|0.0001295490706212315|0.0|0|1|0|0|0|0|0
0.9992173644181875|0.039169016045752576|0.005331190206499476|0.0007615986009284966|0.0007615986009284966|5.8048673851257326e-06|2.9854432961701646e-05|0.0005331190206499475|0|1|0|0|0|0|0
0.7933267435366631|0.6065955902230805|0.014968429123333266|0.0224526436849999|0.0224526436849999|0.0003530289887578599|0.005722599907764913|0.0029936858246666534|0|0|0|0|0|1|0
0.9999653759559801|0.003680654315408005|0.003257216208325668|0.004342954944434224|0.002171477472217112|2.357738840626616e-06|3.996367334862107e-06|0.001628608104162834|0|0|0|0|1|0|0
0.9894043541848762|0.1391784185184478|0.029781401965431057|0.026472357302605384|0.009927133988477018|9.960335105495326e-05|0.00046547966059681464|0.003309044662825673|0|1|0|0|0|0|0
0.9999848589356999|0.004740668960880355|0.0011395838848270083|0.0|0.0022791677696540166|2.922009961094894e-06|2.7012358751455007e-06|0.00012662043164744525|0|0|1|0|0|0|0
0.9984252487204142|0.05326185819301758|0.013762754055043304|0.0075069567572963476|0.0050046378381975645|4.3900331914013706e-05|6.674418319927011e-05|0.0004915269305372609|0|0|0|0|0|1|0
0.9949341387855962|0.09676578764951295|0.005195478531517473|0.02597739265758737|0.005195478531517473|0.0001831304443224174|0.00025265218707444634|0.00019242513079694354|1|1|0|0|0|0|0
0.9974841109488656|0.07031321959443325|0.0018820454923563503|0.0056461364770690504|0.0056461364770690504|9.232676000238699e-05|0.0001326664520649683|7.238636509062892e-05|0|0|1|0|0|0|0
